shopid,is_shopee_verified,is_preferred_plus_seller,is_official_shop,item_count,rating_star,follower_count,show_official_shop_label,rating_bad,rating_good,rating_normal
1044,False,False,False,5,4.905028,5150,False,8,582,5
1045,False,False,False,275,4.738823,2407,False,106,3164,129
1046,True,False,False,858,4.944334,4547,False,29,6788,66
1047,True,False,False,862,4.966291,54287,False,63,37938,184
1048,True,True,False,247,4.964481,33070,False,56,29667,152
1049,False,False,False,439,4.585859,5498,False,103,1458,88
1050,True,True,False,237,4.957135,13592,False,36,12440,67
1051,True,False,False,233,4.983931,34702,False,15,28557,58
1052,True,True,False,793,4.956516,18123,False,36,14728,104
1053,True,False,False,895,4.933999,5294,False,9,3784,45
1054,True,False,False,315,4.930397,6388,False,27,5536,73
1055,False,False,False,146,4.788422,1031,False,51,1864,68
1056,False,False,False,25,5.0,33,False,0,5,0
1057,False,False,True,142,4.941875,216583,True,111,35050,389
1058,True,True,False,44,4.94182,3798,False,5,2138,20
1059,True,False,False,472,4.961095,93618,False,251,83448,476
1060,False,False,False,1134,4.796353,915,False,16,650,21
1061,False,False,False,102,4.821429,419,False,1,81,3
1062,True,True,False,261,4.901393,5001,False,21,1993,20
1063,True,False,False,65,4.76504,28176,False,141,3337,74
1064,True,False,False,54,4.777922,8591,False,171,4707,94
1065,False,False,False,335,4.979167,7696,False,0,122,0
1066,False,False,False,292,4.783408,15881,False,300,13842,549
1067,True,False,False,921,4.956286,6542,False,36,6605,23
1068,True,False,False,585,4.922838,28919,False,65,12666,147
1069,False,False,True,1643,4.963058,77712,True,67,45885,304
1070,True,False,False,337,4.939268,36443,False,91,18179,156
1071,False,False,True,60,4.923077,708,True,0,421,9
1073,False,False,False,238,4.934285,2378,False,28,7225,71
1074,True,False,False,571,4.964375,14272,False,36,12134,67
1075,False,False,False,575,4.953864,2551,False,3,2619,32
1076,False,False,False,86,4.951439,2220,False,2,562,5
1077,True,False,False,108,4.985149,496,False,0,209,0
1078,False,False,False,374,4.939764,9095,False,41,7988,76
1079,True,True,False,200,4.93545,3468,False,22,4840,45
1080,True,True,False,350,4.94109,39490,False,27,6951,52
1081,True,False,False,184,4.958932,1919,False,5,1542,11
1082,True,False,False,78,4.773366,7574,False,75,2319,71
1083,False,False,False,536,4.945362,37317,False,107,27663,265
1084,False,False,False,144,4.977006,3272,False,3,2051,9
1085,False,False,False,297,4.535826,342,False,27,286,14
1086,False,False,False,189,4.987342,1156,False,0,355,0
1087,False,False,False,61,5.0,22,False,0,46,0
1088,True,True,False,53,4.951522,2465,False,1,951,11
1089,False,False,False,1187,4.942829,18144,False,21,7551,72
1090,False,False,False,30,4.95396,114779,False,9,3226,27
1091,False,False,False,659,4.971564,1439,False,0,661,5
1092,False,False,False,5,4.833333,8,False,0,11,1
1093,True,True,False,506,4.967589,39698,False,34,24889,113
1094,False,False,False,801,4.819048,709,False,2,103,3
1095,False,False,False,127,4.948954,7158,False,16,4937,38
1096,False,False,False,115,4.877532,414,False,18,1128,13
1097,False,False,False,86,4.928571,13864,False,0,72,0
1098,True,False,False,1776,4.960103,50139,False,93,42850,296
1099,False,False,False,394,4.837367,30243,False,187,14712,374
1100,False,False,False,302,4.918426,97729,False,34,4823,56
1101,True,False,False,133,4.937153,6159,False,15,2158,17
1102,True,True,False,507,4.910425,6677,False,53,5974,73
1103,False,False,False,123,4.968254,7448,False,11,5442,24
1104,False,False,False,293,4.951777,1333,False,2,394,1
1105,True,False,False,87,4.942857,6933,False,4,506,4
1106,False,False,True,240,4.943323,56883,True,5,1283,10
1107,False,False,False,29,4.913669,2002,False,7,1249,21
1108,False,False,False,135,4.905588,1479,False,9,1027,14
1109,False,False,False,348,4.882956,4601,False,27,3381,75
1111,True,False,False,938,4.971988,64829,False,29,29863,128
1112,False,False,False,908,4.82942,9774,False,232,9068,182
1113,False,False,False,563,4.757053,131,False,22,633,30
1114,False,False,False,457,4.886121,39396,False,333,41726,731
1115,False,False,False,516,4.940116,27278,False,155,34403,327
1116,False,False,False,53,4.893054,61040,False,9,922,15
1117,False,False,False,174,4.827692,2707,False,81,5207,161
1118,True,False,False,1141,4.811996,23131,False,928,49082,1492
1119,True,True,False,107,4.977224,10920,False,6,8987,37
1120,True,False,False,358,4.949367,130156,False,27,11539,69
1121,False,False,False,141,4.873837,1585,False,39,2491,37
1122,False,False,False,788,4.904723,13368,False,582,66662,1016
1123,False,False,False,587,4.933852,1517,False,3,524,5
1124,False,False,False,550,4.634527,13313,False,183,3240,177
1125,True,False,False,263,4.944321,1381,False,1,943,10
1126,True,False,False,900,4.871484,818,False,39,3616,77
1127,True,False,False,70,4.947368,76,False,0,115,1
1128,True,False,False,1365,4.947564,52087,False,46,7924,49
1129,False,False,False,14,4.781421,247,False,5,174,5
1130,True,False,False,220,4.945324,3681,False,6,1406,11
1131,False,False,False,119,4.961598,1730,False,1,651,5
1132,False,False,False,311,4.952747,81684,False,222,83968,637
1133,False,False,False,67,4.964286,2323,False,0,198,2
1134,True,True,False,512,4.942594,6156,False,18,5809,60
1135,False,False,False,362,4.958861,369,False,0,314,2
1136,True,False,False,182,4.939119,6237,False,4,803,7
1137,True,False,False,173,4.935159,12665,False,4,1909,20
1138,True,True,False,505,4.967668,39603,False,19,18968,94
1139,False,False,False,424,4.396923,1298,False,80,570,27
1140,True,True,False,99,4.973396,17985,False,17,16667,43
1141,False,False,False,452,4.912596,3939,False,50,6332,86
1142,True,False,False,744,4.905972,40576,False,261,36178,533
1143,True,True,False,277,4.959277,8566,False,26,14404,105
1144,False,False,False,54,4.686275,11057,False,4,52,0
1145,False,False,False,28,4.822581,103,False,1,68,2
1146,True,True,False,1097,4.919453,16886,False,132,22070,315
1147,True,False,False,711,4.931428,9223,False,175,31928,356
1148,False,False,True,17,4.991228,1063,True,0,230,0
1149,False,False,False,773,4.970791,19254,False,6,2677,15
1150,False,False,False,111,4.925403,9403,False,166,29732,358
1151,False,False,False,476,4.956156,3124,False,7,2848,21
1152,False,False,False,216,4.984925,245,False,0,799,2
1153,False,False,False,466,4.927134,92361,False,82,14369,161
1154,True,True,False,528,4.953604,9218,False,31,9447,61
1155,False,False,False,101,4.776978,59,False,5,132,4
1156,False,False,False,153,4.881739,564,False,5,580,13
1157,False,False,False,637,4.926519,13544,False,185,29003,329
1158,False,False,False,661,4.67118,865,False,20,475,28
1159,False,False,False,96,4.973094,12801,False,0,826,2
1160,False,False,False,331,4.983252,3250,False,1,1451,2
1161,False,False,False,453,4.946956,3299,False,7,1688,15
1162,False,False,True,200,4.921044,423443,True,481,122207,1851
1163,True,False,False,962,4.949399,67880,False,208,48322,346
1164,False,False,False,668,4.909926,120731,False,846,95614,1255
1165,False,False,True,53,4.944403,14748,True,7,3967,38
1166,True,False,False,190,4.961366,5710,False,16,4296,23
1167,False,False,True,127,4.899812,13124,True,19,2102,39
1168,True,False,False,258,4.955648,4380,False,3,1471,13
1169,True,False,False,563,4.91101,11265,False,146,12890,130
1170,True,True,False,32,4.962109,5502,False,14,5919,29
1171,False,False,False,120,4.920139,1181,False,2,288,5
1172,False,False,False,360,4.870769,4690,False,12,986,23
1173,True,False,False,386,4.927823,2957,False,7,1701,25
1174,True,False,False,262,4.952324,60300,False,31,11835,91
1175,True,False,False,653,4.963298,6410,False,9,4191,28
1176,False,False,False,324,4.946537,1859,False,23,6158,61
1177,True,False,False,435,4.940278,12770,False,66,12834,119
1178,False,False,False,218,4.865979,1178,False,5,652,17
1179,False,False,False,212,4.899114,17717,False,59,6112,96
1180,False,False,False,953,4.966622,16787,False,53,18732,67
1181,True,False,False,403,4.961791,3526,False,42,9854,32
1182,True,False,False,115,4.912657,528,False,13,1355,16
1183,True,False,False,737,4.920326,17095,False,20,4117,59
1184,True,False,False,37,4.918967,2067,False,1,1120,17
1185,False,False,False,822,4.823978,70161,False,145,8195,271
1186,True,True,False,861,4.904907,12019,False,59,12101,216
1187,True,False,False,462,4.944843,11114,False,61,20321,198
1188,True,True,False,471,4.959945,9416,False,4,2192,16
1189,True,False,False,1485,4.973182,134909,False,77,62377,256
1190,False,False,False,375,4.934363,489,False,1,271,3
1191,True,True,False,110,4.955826,49216,False,55,23653,158
1192,False,False,True,6725,4.921314,89481,True,415,52978,647
1193,False,False,False,128,4.965217,395,False,0,121,1
1194,False,False,False,91,4.95356,3206,False,4,1619,12
1195,False,False,False,824,4.833158,10537,False,279,13651,365
1196,True,False,False,40,4.968076,3936,False,4,2623,12
1197,True,False,False,253,4.921422,9439,False,43,5206,60
1198,True,False,False,280,4.933109,57654,False,220,37519,374
1199,True,False,False,89,4.7816,1970,False,43,1190,27
1200,True,False,False,699,4.966823,11339,False,16,11100,68
1201,False,False,False,1747,4.664831,72935,False,3023,65787,3279
1202,True,False,False,137,4.906887,12494,False,29,3303,44
1203,True,True,False,404,4.948154,37774,False,19,6633,50
1204,False,False,False,29,4.932907,292,False,1,316,3
1205,True,False,False,623,4.930842,49710,False,140,35117,405
1206,False,False,False,654,4.931006,1223,False,10,1258,10
1207,False,False,False,34,4.939904,7655,False,2,421,6
1208,False,False,False,84,4.813897,5198,False,83,4749,153
1209,False,False,True,94,4.936948,350035,True,132,30874,344
1210,True,True,False,1230,4.937836,3911,False,34,7945,78
1211,False,False,False,60,4.960074,2693,False,0,1078,11
1213,False,False,False,260,4.96804,25400,False,16,10071,46
1214,True,True,False,1224,4.934137,36570,False,209,38575,421
1215,False,False,False,48,4.979167,1935,False,1,1114,6
1216,True,False,False,1057,4.953655,26688,False,45,15227,109
1217,True,False,False,722,4.944921,20262,False,54,12029,113
1218,False,False,False,631,4.98133,4932,False,3,6129,19
1219,False,False,False,113,4.930513,32949,False,8,3864,53
1220,False,False,False,561,4.954515,13794,False,3,1558,17
1221,False,False,False,337,4.979751,1713,False,2,659,1
1222,False,False,False,81,4.956879,1178,False,2,484,3
1223,False,False,False,65,4.867188,46,False,2,148,2
1224,False,False,False,22,4.871711,140,False,5,323,7
1225,False,False,False,786,4.84844,9052,False,79,4251,90
1226,False,False,False,113,4.912548,4462,False,2,782,14
1227,False,False,False,975,4.816794,1997,False,1,125,7
1228,True,True,False,964,4.891393,5025,False,40,4245,76
1229,True,True,False,124,4.963295,16249,False,15,10292,75
1230,False,False,False,96,4.939781,1848,False,3,1089,14
1231,False,False,False,34,4.921671,493,False,5,780,8
1232,True,False,False,362,4.963364,17025,False,25,10359,64
1233,False,False,False,36,4.881481,5920,False,0,268,8
1234,True,True,False,224,4.937936,23244,False,72,18981,200
1235,False,False,False,413,4.594122,10102,False,131,2469,172
1236,False,False,False,44,4.965458,1638,False,2,627,3
1237,False,False,False,17,4.9022,7611,False,14,834,6
1238,False,False,False,119,4.959204,20821,False,3,2107,11
1239,False,False,False,490,4.878338,13341,False,119,6322,124
1240,True,True,False,308,4.990205,6997,False,1,2214,0
1241,False,False,True,102,4.95959,22922,True,6,6383,47
1242,False,False,False,147,4.906494,10706,False,4,398,5
1243,False,False,False,115,4.970566,6282,False,13,6604,30
1244,False,False,False,225,4.935643,22182,False,25,9030,104
1245,True,False,False,646,4.972684,21953,False,12,13069,69
1246,True,True,False,257,4.961056,27744,False,20,7678,44
1247,True,True,False,1024,4.968527,365971,False,114,111162,529
1248,False,False,False,40,5.0,347,False,0,23,0
1249,True,False,False,379,4.918465,1358,False,10,2107,33
1250,True,False,False,2444,4.968175,21986,False,15,7892,41
1251,True,False,False,440,4.938178,1697,False,26,5994,61
1252,True,True,False,77,4.888388,8569,False,59,6185,123
1253,False,False,False,47,4.994949,282,False,0,207,0
1254,False,False,False,34,4.965586,1564,False,1,1524,12
1255,False,False,False,622,4.704655,844,False,160,4225,189
1256,True,False,False,476,4.93361,9062,False,51,10341,92
1257,False,False,False,35,4.97549,1497,False,1,431,1
1258,True,True,False,683,4.9517,42068,False,107,36344,310
1259,False,False,False,84,4.954098,40791,False,2,324,2
1261,False,False,False,132,4.903789,37166,False,357,47217,777
1262,False,False,False,63,4.976471,5886,False,0,89,0
1263,True,True,False,187,4.892494,128592,False,504,60834,1166
1264,True,False,False,1289,4.973461,3584,False,11,5445,14
1265,True,False,False,130,4.912519,7134,False,18,3284,47
1266,False,False,False,36,4.879257,438,False,10,683,10
1267,False,False,False,309,4.94702,1028,False,5,1222,11
1268,False,False,False,81,4.892706,14092,False,73,4639,51
1269,False,False,False,10,5.0,15,False,0,103,0
1270,False,False,False,20,4.822785,4915,False,1,77,3
1271,True,False,False,334,4.915876,1118,False,15,2347,33
1272,True,False,False,3273,4.733043,377,False,89,2318,89
1273,True,False,False,119,4.91439,2230,False,9,1162,9
1274,True,False,False,232,4.904417,3628,False,94,11823,183
1275,False,False,False,139,4.876692,3204,False,22,2295,45
1277,False,False,False,533,4.623301,4724,False,27,573,26
1278,False,False,False,35,4.862013,5982,False,18,1212,27
1279,False,False,False,187,4.787664,1398,False,89,2859,76
1280,True,False,False,2365,4.931592,3202,False,10,2996,27
1281,False,False,False,27,5.0,41,False,0,46,0
1282,False,False,True,322,4.964423,57734,True,44,27909,156
1283,True,False,False,82,4.97493,12688,False,0,1446,6
1284,False,False,False,207,4.955767,5369,False,8,3723,22
1285,False,False,False,67,4.937764,2948,False,21,3601,32
1286,False,False,False,65,4.932692,333,False,2,830,15
1287,True,False,False,592,4.917886,5338,False,52,6990,99
1288,True,True,False,202,4.957443,50596,False,139,56360,393
1289,True,False,False,108,4.917251,12348,False,49,9002,130
1290,True,False,False,350,4.95836,56162,False,85,38325,244
