antecedent_id,consequent_id,support,confidence,lift,antecedent_name,consequent_name,antecedent_brand,consequent_brand,same_brand,antecedent_price,consequent_price,semantic_similarity
37,97,0.010752688172043012,1.0,92.99999999999999,Sữa Rửa Mặt BIOAQUA Vị Đào Tạo Bọt Nhẹ Nhàng Làm Sạch Dưỡng Ẩm Và Làm Trắng 100gr,Sữa rửa mặt gạo Civic Rice milk Thái Lan,no_brand,no_brand,True,13000.0,21999.0,0.17276493643090157
97,37,0.010752688172043012,1.0,92.99999999999999,Sữa rửa mặt gạo Civic Rice milk Thái Lan,Sữa Rửa Mặt BIOAQUA Vị Đào Tạo Bọt Nhẹ Nhàng Làm Sạch Dưỡng Ẩm Và Làm Trắng 100gr,no_brand,no_brand,True,21999.0,13000.0,0.17276493643090157
141,36,0.010752688172043012,1.0,92.99999999999999,"Sữa rửa mặt Ý Dĩ Hatomugi dưỡng ẩm, trắng da Moisturizing & Facial Washing 170g","Sữa rửa mặt dưỡng ẩm, ngừa mụn, làm sáng da ý dĩ Hatomugi Nhật Bản 130g, 170g  [xanh - trắng]",HATOMUGI,no_brand,False,65000.0,46750.0,-0.02419381144746613
36,141,0.010752688172043012,1.0,92.99999999999999,"Sữa rửa mặt dưỡng ẩm, ngừa mụn, làm sáng da ý dĩ Hatomugi Nhật Bản 130g, 170g  [xanh - trắng]","Sữa rửa mặt Ý Dĩ Hatomugi dưỡng ẩm, trắng da Moisturizing & Facial Washing 170g",no_brand,HATOMUGI,False,46750.0,65000.0,-0.02419381144746613
28,705,0.010752688172043012,1.0,92.99999999999999,Sữa Rửa Mặt Dạng Gel Cosrx Low pH Good Morning Gel Cleanser,Sữa Rửa Mặt Trà Xanh Innisfree 150ml,COSRX,no_brand,False,103000.0,105000.0,-0.34206495196569503
705,28,0.010752688172043012,1.0,92.99999999999999,Sữa Rửa Mặt Trà Xanh Innisfree 150ml,Sữa Rửa Mặt Dạng Gel Cosrx Low pH Good Morning Gel Cleanser,no_brand,COSRX,False,105000.0,103000.0,-0.34206495196569503
917,60,0.010752688172043012,1.0,92.99999999999999,Sữa Rửa Mặt Hồng Sâm Đỏ My Gold 130ml.,Sữa rửa mặt sâm đỏ hàn quốc,no_brand,no_brand,True,69000.0,24000.0,0.13041819498338705
60,917,0.010752688172043012,1.0,92.99999999999999,Sữa rửa mặt sâm đỏ hàn quốc,Sữa Rửa Mặt Hồng Sâm Đỏ My Gold 130ml.,no_brand,no_brand,True,24000.0,69000.0,0.13041819498338705
87,52,0.010752688172043012,1.0,92.99999999999999,"Sữa Rửa Mặt Ngừa Mụn Tràm Trà Nano Nghệ Trắng Da, Làm Sạch Dịu Nhẹ Cho Da Mụn Nhạy Cảm MILAGANICS 135ml (Chai)",Sữa Rửa Mặt Cho Nam Skin&Dr Than Hoạt Tính 100g - Trắng da kiềm dầu,Milaganics,Skin&Dr	,False,42000.0,179000.0,0.15555564954333587
52,87,0.010752688172043012,1.0,92.99999999999999,Sữa Rửa Mặt Cho Nam Skin&Dr Than Hoạt Tính 100g - Trắng da kiềm dầu,"Sữa Rửa Mặt Ngừa Mụn Tràm Trà Nano Nghệ Trắng Da, Làm Sạch Dịu Nhẹ Cho Da Mụn Nhạy Cảm MILAGANICS 135ml (Chai)",Skin&Dr	,Milaganics,False,179000.0,42000.0,0.15555564954333587
38,99,0.010752688172043012,1.0,92.99999999999999,Sữa Rửa Mặt 3W Clinic Mẫu Mới Hot,"Sữa Rửa Mặt Cosrx Low PH Good Morning Gel Cleanser, SRM COSRX Dạng Gel Chiết Từ Dầu Cây Trà "" OAM OFFICIAL""",3W CLINIC,COSRX,False,22500.0,110000.0,0.016316442262185503
99,38,0.010752688172043012,1.0,92.99999999999999,"Sữa Rửa Mặt Cosrx Low PH Good Morning Gel Cleanser, SRM COSRX Dạng Gel Chiết Từ Dầu Cây Trà "" OAM OFFICIAL""",Sữa Rửa Mặt 3W Clinic Mẫu Mới Hot,COSRX,3W CLINIC,False,110000.0,22500.0,0.016316442262185503
91,1620,0.010752688172043012,1.0,92.99999999999999,Sữa Rửa Mặt Hồng Sâm Đỏ Hàn Quốc My Gold,Sữa rửa mặt Collagen Yến Teil Micro,no_brand,no_brand,True,23000.0,25900.0,0.28828809680064826
1620,91,0.010752688172043012,1.0,92.99999999999999,Sữa rửa mặt Collagen Yến Teil Micro,Sữa Rửa Mặt Hồng Sâm Đỏ Hàn Quốc My Gold,no_brand,no_brand,True,25900.0,23000.0,0.28828809680064826
147,218,0.010752688172043012,1.0,92.99999999999999,Sữa rửa mặt trà xanh 150ml mẫu truyền thống,Sữa rửa mặt trà xanh INF 150ml mẫu mới,no_brand,no_brand,True,21999.0,21999.0,0.4415297172267539
218,147,0.010752688172043012,1.0,92.99999999999999,Sữa rửa mặt trà xanh INF 150ml mẫu mới,Sữa rửa mặt trà xanh 150ml mẫu truyền thống,no_brand,no_brand,True,21999.0,21999.0,0.4415297172267539
106,165,0.010752688172043012,1.0,92.99999999999999,Sữa rửa mặt BREYLEE cải thiện da mụn đầu đen kiềm dầu làm sạch da 100g,"Sữa rửa mặt dịu nhẹ cho da dầu mụn, da nhạy cảm Grace Face dạng gel pH 5.56 200ml",BREYLEE,GRACE FACE,False,159600.0,129000.0,0.14476611479293994
165,106,0.010752688172043012,1.0,92.99999999999999,"Sữa rửa mặt dịu nhẹ cho da dầu mụn, da nhạy cảm Grace Face dạng gel pH 5.56 200ml",Sữa rửa mặt BREYLEE cải thiện da mụn đầu đen kiềm dầu làm sạch da 100g,GRACE FACE,BREYLEE,False,129000.0,159600.0,0.14476611479293994
117,272,0.010752688172043012,1.0,92.99999999999999,"SỮA rửa mặt OXY có hạt làm sạch sâu, đánh bay nhờn, tút sáng da,cực mát 100G",Sữa Rửa Mặt OXY,Oxy,Oxy,True,62725.0,53100.0,-0.015011908217378724
272,117,0.010752688172043012,1.0,92.99999999999999,Sữa Rửa Mặt OXY,"SỮA rửa mặt OXY có hạt làm sạch sâu, đánh bay nhờn, tút sáng da,cực mát 100G",Oxy,Oxy,True,53100.0,62725.0,-0.015011908217378724
639,209,0.010752688172043012,1.0,92.99999999999999,"Sữa rửa mặt SVR chứa PHA dành cho da hỗn hợp, da dầu mụn SVR Sebiaclear Gel Moussant 55ml",Sữa Rửa Mặt Dành Cho Da Nhạy Cảm Simple Kind To Skin Refreshing Facial Wash Gel 150ml,SVR,simple,False,119000.0,69000.0,-0.08891564199426132
209,639,0.010752688172043012,1.0,92.99999999999999,Sữa Rửa Mặt Dành Cho Da Nhạy Cảm Simple Kind To Skin Refreshing Facial Wash Gel 150ml,"Sữa rửa mặt SVR chứa PHA dành cho da hỗn hợp, da dầu mụn SVR Sebiaclear Gel Moussant 55ml",simple,SVR,False,69000.0,119000.0,-0.08891564199426132
177,639,0.010752688172043012,1.0,92.99999999999999,Sữa Rửa Mặt Dịu Nhẹ Simple Kind To Skin Refreshing Facial Wash 150ml,"Sữa rửa mặt SVR chứa PHA dành cho da hỗn hợp, da dầu mụn SVR Sebiaclear Gel Moussant 55ml",simple,SVR,False,35000.0,119000.0,-0.04090910243204197
639,177,0.010752688172043012,1.0,92.99999999999999,"Sữa rửa mặt SVR chứa PHA dành cho da hỗn hợp, da dầu mụn SVR Sebiaclear Gel Moussant 55ml",Sữa Rửa Mặt Dịu Nhẹ Simple Kind To Skin Refreshing Facial Wash 150ml,SVR,simple,False,119000.0,35000.0,-0.04090910243204197
