antecedent_id,consequent_id,support,confidence,lift,antecedent_name,consequent_name,antecedent_brand,consequent_brand,same_brand,antecedent_price,consequent_price,semantic_similarity
1529,1165,0.0007718655024362004,0.9411764705882353,975.4823529411765,Sữa rửa mặt trắng da The Face Shop Hàn Quốc White Seed Exfoliating Foam Cleanser 150ml dưỡng cấp ẩm sạch sâu,"Gel Rửa Mặt BHA Compliment No Problem 200ml Giảm Viêm, Mụn - Hàng Chính Hãng",The Faceshop,Compliment,False,184000.0,99000.0,-0.1830954847119192
1165,1529,0.0007718655024362004,0.8,975.4823529411765,"Gel Rửa Mặt BHA Compliment No Problem 200ml Giảm Viêm, Mụn - Hàng Chính Hãng",Sữa rửa mặt trắng da The Face Shop Hàn Quốc White Seed Exfoliating Foam Cleanser 150ml dưỡng cấp ẩm sạch sâu,Compliment,The Faceshop,False,99000.0,184000.0,-0.1830954847119192
946,1357,0.0016402141926769261,0.9444444444444444,559.3539682539682,SỬA RỬA MẶT CAO SÂM MẬT NHÂN,Sữa Rửa Mặt Sạch Sâu Ngừa Mụn Foaming Wash Fresh Dr Cell 150ml,no_brand,Dr Cell,False,199000.0,230000.0,-0.015404911690665176
1357,946,0.0016402141926769261,0.9714285714285714,559.3539682539682,Sữa Rửa Mặt Sạch Sâu Ngừa Mụn Foaming Wash Fresh Dr Cell 150ml,SỬA RỬA MẶT CAO SÂM MẬT NHÂN,Dr Cell,no_brand,False,230000.0,199000.0,-0.015404911690665176
54,3,0.0005788991268271504,0.5,345.48333333333335,Sữa rửa mặt nam RHYS MAN hương dừa Rhys Coconut Fresh 100ml,Sữa rửa mặt nam RHYS MAN Rhys Coconut Fresh hương dừa thơm mát 100ml,RHYS MAN,RHYS MAN,True,99000.0,119000.0,0.48103289406910604
3,54,0.0005788991268271504,0.4,345.48333333333335,Sữa rửa mặt nam RHYS MAN Rhys Coconut Fresh hương dừa thơm mát 100ml,Sữa rửa mặt nam RHYS MAN hương dừa Rhys Coconut Fresh 100ml,RHYS MAN,RHYS MAN,True,119000.0,99000.0,0.48103289406910604
107,246,0.0008683486902407256,0.4090909090909091,339.2018181818182,[XẢ KHO] Sữa rửa mặt Whoo vàng hoàng cung 40ml,[XẢ KHO] SỮA RỬA MẶT CẤP NƯỚC CHỐNG OXY HOÁ WHOO HỒNG 40ML,no_brand,no_brand,True,67000.0,79000.0,0.1819027669029337
246,107,0.0008683486902407256,0.72,339.20181818181817,[XẢ KHO] SỮA RỬA MẶT CẤP NƯỚC CHỐNG OXY HOÁ WHOO HỒNG 40ML,[XẢ KHO] Sữa rửa mặt Whoo vàng hoàng cung 40ml,no_brand,no_brand,True,79000.0,67000.0,0.1819027669029337
101,54,0.0006271407207294129,0.37142857142857144,320.8059523809524,Sữa rửa mặt nam RHYS MAN hương dừa thơm mát Rhys Coconut Fresh 100ml,Sữa rửa mặt nam RHYS MAN hương dừa Rhys Coconut Fresh 100ml,RHYS MAN,RHYS MAN,True,99000.0,99000.0,0.5223589367547427
54,101,0.0006271407207294129,0.5416666666666666,320.80595238095236,Sữa rửa mặt nam RHYS MAN hương dừa Rhys Coconut Fresh 100ml,Sữa rửa mặt nam RHYS MAN hương dừa thơm mát Rhys Coconut Fresh 100ml,RHYS MAN,RHYS MAN,True,99000.0,99000.0,0.5223589367547427
